0.100	240	195
0.100	240	204
5.000	240	240
0.100	240	816
0.100	240	960
0.100	240	3120
0.100	240	3264
0.100	241	61
0.100	241	205
8.000	241	241
0.100	241	817
0.100	241	961
0.100	241	3121
0.100	241	3265
0.100	242	62
0.100	242	206
8.000	242	242
0.100	242	818
0.100	242	962
0.100	242	3122
0.100	242	3266
0.100	243	63
0.100	243	207
12.000	243	243
0.100	243	252
0.100	243	819
0.100	243	963
0.100	243	1008
0.100	243	3123
0.100	243	3267
0.100	243	3312
0.100	244	55
0.100	244	199
8.000	244	244
0.100	244	820
0.100	244	964
0.100	244	3124
0.100	244	3268
11.700	245	245
0.100	245	821
0.100	245	965
0.100	245	3125
0.100	245	3269
11.800	246	246
-0.100	246	249
0.100	246	822
0.100	246	966
0.100	246	3126
0.100	246	3270
16.500	247	247
0.100	247	823
0.100	247	967
0.100	247	1012
0.100	247	3127
0.100	247	3271
0.100	247	3316
0.100	248	59
0.100	248	203
8.000	248	248
0.100	248	824
0.100	248	968
0.100	248	3128
0.100	248	3272
-0.100	249	246
11.800	249	249
0.100	249	825
0.100	249	969
0.100	249	3129
0.100	249	3273
11.700	250	250
0.100	250	826
0.100	250	970
0.100	250	3130
0.100	250	3274
16.500	251	251
0.100	251	827
0.100	251	971
0.100	251	1016
0.100	251	3131
0.100	251	3275
0.100	251	3320
0.100	252	63
0.100	252	207
0.100	252	243
12.000	252	252
0.100	252	828
0.100	252	972
0.100	252	1008
0.100	252	3132
0.100	252	3276
0.100	252	3312
16.500	253	253
0.100	253	829
0.100	253	973
0.100	253	1009
0.100	253	3133
0.100	253	3277
0.100	253	3313
16.500	254	254
0.100	254	830
0.100	254	974
0.100	254	1010
0.100	254	3134
0.100	254	3278
0.100	254	3314
22.000	255	255
0.100	255	831
0.100	255	975
0.100	255	1011
0.100	255	1020
0.100	255	3135
0.100	255	3279
0.100	255	3315
0.100	255	3324
0.700	257	257
0.800	258	258
-0.100	258	513
2.500	259	259
0.100	259	268
0.100	259	304
0.100	259	448
0.100	259	3328
0.700	260	260
2.100	261	261
2.300	262	262
-0.100	262	265
-0.100	262	517
4.700	263	263
0.100	263	308
0.100	263	452
0.100	263	3332
0.800	264	264
-0.100	264	516
-0.100	265	262
2.300	265	265
-0.100	265	517
2.300	266	266
-0.100	266	518
-0.100	266	521
4.800	267	267
0.100	267	312
0.100	267	456
-0.100	267	519
0.100	267	3336
0.100	268	259
2.500	268	268
0.100	268	304
0.100	268	448
0.100	268	3328
4.700	269	269
0.100	269	305
0.100	269	449
0.100	269	3329
4.800	270	270
0.100	270	306
0.100	270	450
-0.100	270	525
0.100	270	3330
8.000	271	271
0.100	271	307
0.100	271	316
0.100	271	451
0.100	271	460
0.100	271	3331
0.100	271	3340
0.700	272	272
2.100	273	273
2.300	274	274
-0.100	274	289
-0.100	274	529
4.700	275	275
0.100	275	284
0.100	275	464
0.100	275	3344
2.100	276	276
4.200	277	277
4.500	278	278
-0.100	278	281
-0.100	278	293
-0.100	278	533
7.600	279	279
0.100	279	468
0.100	279	3348
2.300	280	280
-0.100	280	292
-0.100	280	532
-0.100	281	278
4.500	281	281
-0.100	281	293
-0.100	281	533
4.600	282	282
-0.100	282	294
-0.100	282	297
-0.100	282	534
-0.100	282	537
7.800	283	283
-0.100	283	295
0.100	283	472
-0.100	283	535
0.100	283	3352
0.100	284	275
4.700	284	284
0.100	284	464
0.100	284	3344
7.600	285	285
0.100	285	465
0.100	285	3345
7.800	286	286
-0.100	286	301
0.100	286	466
-0.100	286	541
0.100	286	3346
11.700	287	287
0.100	287	467
0.100	287	476
0.100	287	3347
0.100	287	3356
0.800	288	288
-0.100	288	528
-0.100	289	274
2.300	289	289
-0.100	289	529
2.300	290	290
-0.100	290	530
-0.100	290	545
4.800	291	291
0.100	291	300
0.100	291	480
-0.100	291	531
0.100	291	3360
-0.100	292	280
2.300	292	292
-0.100	292	532
-0.100	293	278
-0.100	293	281
4.500	293	293
-0.100	293	533
-0.100	294	282
4.600	294	294
-0.100	294	297
-0.100	294	534
-0.100	294	549
-0.100	295	283
7.800	295	295
0.100	295	484
-0.100	295	535
0.100	295	3364
2.300	296	296
-0.100	296	536
-0.100	296	548
-0.100	297	282
-0.100	297	294
4.600	297	297
-0.100	297	537
-0.100	297	549
4.500	298	298
-0.100	298	538
-0.100	298	550
-0.100	298	553
7.800	299	299
0.100	299	488
-0.100	299	539
-0.100	299	551
0.100	299	3368
0.100	300	291
4.800	300	300
0.100	300	480
-0.100	300	540
0.100	300	3360
-0.100	301	286
7.800	301	301
0.100	301	481
-0.100	301	541
0.100	301	3361
7.800	302	302
0.100	302	482
-0.100	302	542
-0.100	302	557
0.100	302	3362
11.800	303	303
0.100	303	483
0.100	303	492
-0.100	303	543
0.100	303	3363
0.100	303	3372
0.100	304	259
0.100	304	268
2.500	304	304
0.100	304	448
0.100	304	3328
0.100	305	269
4.700	305	305
0.100	305	449
0.100	305	3329
0.100	306	270
4.800	306	306
0.100	306	450
-0.100	306	561
0.100	306	3330
0.100	307	271
8.000	307	307
0.100	307	316
0.100	307	451
0.100	307	496
0.100	307	3331
0.100	307	3376
0.100	308	263
4.700	308	308
0.100	308	452
0.100	308	3332
7.600	309	309
0.100	309	453
0.100	309	3333
7.800	310	310
-0.100	310	313
0.100	310	454
-0.100	310	565
0.100	310	3334
11.700	311	311
0.100	311	455
0.100	311	500
0.100	311	3335
0.100	311	3380
0.100	312	267
4.800	312	312
0.100	312	456
-0.100	312	564
0.100	312	3336
-0.100	313	310
7.800	313	313
0.100	313	457
-0.100	313	565
0.100	313	3337
7.800	314	314
0.100	314	458
-0.100	314	566
-0.100	314	569
0.100	314	3338
11.800	315	315
0.100	315	459
0.100	315	504
-0.100	315	567
0.100	315	3339
0.100	315	3384
0.100	316	271
0.100	316	307
8.000	316	316
0.100	316	460
0.100	316	496
0.100	316	3340
0.100	316	3376
11.700	317	317
0.100	317	461
0.100	317	497
0.100	317	3341
0.100	317	3377
11.800	318	318
0.100	318	462
0.100	318	498
-0.100	318	573
0.100	318	3342
0.100	318	3378
16.500	319	319
0.100	319	463
0.100	319	499
0.100	319	508
0.100	319	3343
0.100	319	3379
0.100	319	3388
0.700	320	320
2.100	321	321
2.300	322	322
-0.100	322	385
-0.100	322	577
4.700	323	323
0.100	323	332
0.100	323	368
0.100	323	3392
2.100	324	324
4.200	325	325
4.500	326	326
-0.100	326	329
-0.100	326	389
-0.100	326	581
7.600	327	327
0.100	327	372
0.100	327	3396
2.300	328	328
-0.100	328	388
-0.100	328	580
-0.100	329	326
4.500	329	329
-0.100	329	389
-0.100	329	581
4.600	330	330
-0.100	330	390
-0.100	330	393
-0.100	330	582
-0.100	330	585
7.800	331	331
0.100	331	376
-0.100	331	391
-0.100	331	583
0.100	331	3400
0.100	332	323
4.700	332	332
0.100	332	368
0.100	332	3392
7.600	333	333
0.100	333	369
0.100	333	3393
7.800	334	334
0.100	334	370
-0.100	334	397
-0.100	334	589
0.100	334	3394
11.700	335	335
0.100	335	371
0.100	335	380
0.100	335	3395
0.100	335	3404
2.100	336	336
4.200	337	337
4.500	338	338
-0.100	338	353
-0.100	338	401
-0.100	338	593
7.600	339	339
0.100	339	348
0.100	339	3408
4.200	340	340
7.000	341	341
7.400	342	342
-0.100	342	345
-0.100	342	357
-0.100	342	405
-0.100	342	597
11.200	343	343
0.100	343	3412
4.500	344	344
-0.100	344	356
-0.100	344	404
-0.100	344	596
-0.100	345	342
7.400	345	345
-0.100	345	357
-0.100	345	405
-0.100	345	597
7.600	346	346
-0.100	346	358
-0.100	346	361
-0.100	346	406
-0.100	346	409
-0.100	346	598
-0.100	346	601
11.500	347	347
-0.100	347	359
-0.100	347	407
-0.100	347	599
0.100	347	3416
0.100	348	339
7.600	348	348
0.100	348	3408
11.200	349	349
0.100	349	3409
11.500	350	350
-0.100	350	365
-0.100	350	413
-0.100	350	605
0.100	350	3410
16.100	351	351
0.100	351	3411
0.100	351	3420
2.300	352	352
-0.100	352	400
-0.100	352	592
-0.100	353	338
4.500	353	353
-0.100	353	401
-0.100	353	593
4.600	354	354
-0.100	354	402
-0.100	354	417
-0.100	354	594
-0.100	354	609
7.800	355	355
0.100	355	364
-0.100	355	403
-0.100	355	595
0.100	355	3424
-0.100	356	344
4.500	356	356
-0.100	356	404
-0.100	356	596
-0.100	357	342
-0.100	357	345
7.400	357	357
-0.100	357	405
-0.100	357	597
-0.100	358	346
7.600	358	358
-0.100	358	361
-0.100	358	406
-0.100	358	421
-0.100	358	598
-0.100	358	613
-0.100	359	347
11.500	359	359
-0.100	359	407
-0.100	359	599
0.100	359	3428
4.600	360	360
-0.100	360	408
-0.100	360	420
-0.100	360	600
-0.100	360	612
-0.100	361	346
-0.100	361	358
7.600	361	361
-0.100	361	409
-0.100	361	421
-0.100	361	601
-0.100	361	613
7.600	362	362
-0.100	362	410
-0.100	362	422
-0.100	362	425
-0.100	362	602
-0.100	362	614
-0.100	362	617
11.600	363	363
-0.100	363	411
-0.100	363	423
-0.100	363	603
-0.100	363	615
0.100	363	3432
0.100	364	355
7.800	364	364
-0.100	364	412
-0.100	364	604
0.100	364	3424
-0.100	365	350
11.500	365	365
-0.100	365	413
-0.100	365	605
0.100	365	3425
11.600	366	366
-0.100	366	414
-0.100	366	429
-0.100	366	606
-0.100	366	621
0.100	366	3426
16.300	367	367
-0.100	367	415
-0.100	367	607
0.100	367	3427
0.100	367	3436
0.100	368	323
0.100	368	332
4.700	368	368
0.100	368	3392
0.100	369	333
7.600	369	369
0.100	369	3393
0.100	370	334
7.800	370	370
-0.100	370	433
-0.100	370	625
0.100	370	3394
0.100	371	335
11.700	371	371
0.100	371	380
0.100	371	3395
0.100	371	3440
0.100	372	327
7.600	372	372
0.100	372	3396
11.200	373	373
0.100	373	3397
11.500	374	374
-0.100	374	377
-0.100	374	437
-0.100	374	629
0.100	374	3398
16.100	375	375
0.100	375	3399
0.100	375	3444
0.100	376	331
7.800	376	376
-0.100	376	436
-0.100	376	628
0.100	376	3400
-0.100	377	374
11.500	377	377
-0.100	377	437
-0.100	377	629
0.100	377	3401
11.600	378	378
-0.100	378	438
-0.100	378	441
-0.100	378	630
-0.100	378	633
0.100	378	3402
16.300	379	379
-0.100	379	439
-0.100	379	631
0.100	379	3403
0.100	379	3448
0.100	380	335
0.100	380	371
11.700	380	380
0.100	380	3404
0.100	380	3440
16.100	381	381
0.100	381	3405
0.100	381	3441
16.300	382	382
-0.100	382	445
-0.100	382	637
0.100	382	3406
0.100	382	3442
21.700	383	383
0.100	383	3407
0.100	383	3443
0.100	383	3452
0.800	384	384
-0.100	384	576
